# probe_name     : rest
# profile        : max-debug
# profile_type   : debug
# arm            : right
# kind           : baseline
# recorded_utc   : 2026-08-08T06:41:14.372Z
# duration_s     : 5.000
# sample_rate_hz : 1000
# n_samples      : 5000
# channels       : ulnar, median, radial
# value_range    : -1..+1  (Companion raw SNC)
# notes          : session baseline (recorded via header button)
# effort         : easy
# fatigue        : none
# schema         : armband/probe/1
t_ms,ulnar,median,radial
2126,0.04877,0.11874,0.08890
2127,0.08017,0.11752,0.10400
2128,0.10132,0.08612,0.08508
2129,0.10803,0.05090,0.04291
2130,0.10156,0.03366,0.00140
2131,0.08353,0.03510,-0.02289
2132,0.05530,0.03882,-0.03091
2133,0.02280,0.03021,-0.03201
2134,-0.00101,0.01187,-0.02795
2135,-0.00235,0.00061,-0.00974
2136,0.02032,0.00909,0.02963
2137,0.04993,0.03052,0.08078
2138,0.06079,0.04202,0.11896
2139,0.04056,0.02457,0.12109
2140,0.00403,-0.01868,0.08310
2141,-0.01685,-0.06216,0.02396
2142,-0.00110,-0.07642,-0.02621
2143,0.04010,-0.05029,-0.04355
2144,0.07098,0.00079,-0.02304
2145,0.06223,0.04541,0.02014
2146,0.01831,0.05823,0.06000
2147,-0.02536,0.03717,0.07513
2148,-0.03391,0.00400,0.06110
2149,-0.00397,-0.01257,0.03214
2150,0.03467,0.00168,0.01086
2151,0.04810,0.03644,0.01251
2152,0.02988,0.06580,0.03513
2153,0.00449,0.06812,0.06085
2154,-0.00046,0.04019,0.06778
2155,0.01624,-0.00381,0.04578
2156,0.02802,-0.04440,0.00629
2157,0.00882,-0.06824,-0.02301
2158,-0.03909,-0.07242,-0.02045
2159,-0.08670,-0.06287,0.00568
2160,-0.10629,-0.05029,0.01660
2161,-0.09399,-0.04300,-0.02313
2162,-0.06351,-0.03827,-0.10220
2163,-0.02335,-0.02112,-0.15555
2164,0.03159,0.02325,-0.11386
2165,0.10223,0.09000,0.02829
2166,0.16553,0.14886,0.19287
2167,0.18369,0.16461,0.27591
2168,0.13931,0.12766,0.23422
2169,0.05823,0.06430,0.11832
2170,-0.00858,0.01227,0.02026
2171,-0.02875,-0.01413,-0.01096
2172,-0.01196,-0.03217,-0.00293
2173,0.00961,-0.06213,-0.01529
2174,0.01901,-0.09418,-0.07159
2175,0.02786,-0.09042,-0.13815
2176,0.05377,-0.02368,-0.16479
2177,0.09268,0.08633,-0.13687
2178,0.11890,0.17856,-0.08508
2179,0.11014,0.19458,-0.05167
2180,0.06625,0.12143,-0.05341
2181,0.00323,-0.00320,-0.07562
2182,-0.06406,-0.12094,-0.09222
2183,-0.12589,-0.18805,-0.08658
2184,-0.16788,-0.19110,-0.05798
2185,-0.16873,-0.14182,-0.01880
2186,-0.11832,-0.06592,0.01196
2187,-0.03854,0.00632,0.01794
2188,0.02203,0.04929,-0.00192
2189,0.02365,0.05280,-0.02863
2190,-0.03027,0.02744,-0.03500
2191,-0.09390,-0.00308,-0.00897
2192,-0.11566,-0.01852,0.03461
2193,-0.07748,-0.01422,0.06741
2194,-0.00299,0.00165,0.07397
2195,0.06717,0.01971,0.06491
2196,0.10590,0.03629,0.06226
2197,0.11075,0.04849,0.07224
2198,0.09396,0.04767,0.07474
2199,0.06918,0.02444,0.04199
2200,0.04715,-0.01599,-0.02963
2201,0.03757,-0.04672,-0.10678
2202,0.04663,-0.03555,-0.14044
2203,0.06967,0.02383,-0.10605
2204,0.08841,0.09589,-0.02704
2205,0.08182,0.12476,0.04153
2206,0.04343,0.08020,0.05737
2207,-0.01016,-0.01242,0.02560
2208,-0.04929,-0.08813,-0.00760
2209,-0.05246,-0.09369,0.00296
2210,-0.02179,-0.02957,0.06128
2211,0.01907,0.05295,0.12726
2212,0.04135,0.09521,0.15256
2213,0.02957,0.07513,0.12122
2214,-0.00970,0.01657,0.05978
2215,-0.05328,-0.03793,0.01062
2216,-0.07703,-0.06207,-0.00504
2217,-0.07227,-0.05927,-0.00143
2218,-0.05093,-0.05005,-0.01089
2219,-0.03436,-0.05048,-0.05222
2220,-0.03314,-0.06146,-0.11273
2221,-0.03717,-0.07358,-0.15771
2222,-0.02713,-0.07812,-0.15784
2223,0.00082,-0.07309,-0.11230
2224,0.02295,-0.06168,-0.05069
2225,0.00565,-0.04794,-0.01193
2226,-0.05878,-0.03442,-0.01605
2227,-0.13242,-0.02139,-0.04880
2228,-0.15329,-0.00668,-0.07187
2229,-0.08612,0.01324,-0.05273
2230,0.03961,0.03778,0.00613
2231,0.14145,0.05579,0.06387
2232,0.14218,0.04691,0.07092
2233,0.02997,-0.00333,0.01199
2234,-0.12918,-0.08432,-0.07468
2235,-0.23862,-0.15723,-0.12488
2236,-0.24078,-0.17911,-0.10349
2237,-0.15335,-0.13892,-0.03741
2238,-0.04550,-0.07193,0.00925
2239,0.02106,-0.03400,-0.00165
2240,0.03302,-0.05460,-0.04294
2241,0.01770,-0.11108,-0.05054
2242,0.00259,-0.14917,0.00558
2243,-0.01135,-0.13116,0.08075
2244,-0.03888,-0.06644,0.09314
2245,-0.07947,0.00180,0.00668
2246,-0.10663,0.03671,-0.12421
2247,-0.09164,0.03455,-0.19705
2248,-0.03598,0.01703,-0.15237
2249,0.02557,0.00461,-0.02673
2250,0.05646,0.00159,0.08157
2251,0.05200,0.00327,0.09760
2252,0.03879,0.00888,0.02484
2253,0.04102,0.02084,-0.07324
2254,0.05032,0.03320,-0.13602
2255,0.03262,0.02835,-0.14975
2256,-0.03397,-0.00784,-0.14017
2257,-0.12845,-0.06641,-0.13483
2258,-0.19531,-0.11475,-0.13794
2259,-0.18607,-0.12012,-0.13608
2260,-0.09723,-0.07660,-0.11887
2261,0.02792,-0.00998,-0.08966
2262,0.13248,0.04346,-0.05920
2263,0.18414,0.06378,-0.03442
2264,0.18802,0.05643,-0.01492
2265,0.16919,0.04019,0.00278
2266,0.14569,0.02966,0.02063
2267,0.11798,0.02814,0.03943
2268,0.08002,0.03244,0.06152
2269,0.03607,0.03918,0.09085
2270,0.00284,0.04547,0.12930
2271,-0.00598,0.04715,0.17191
2272,0.00540,0.04022,0.20551
2273,0.01743,0.02521,0.21347
2274,0.01410,0.00824,0.18539
2275,-0.00259,-0.00439,0.12518
2276,-0.01706,-0.01270,0.05099
2277,-0.01877,-0.02280,-0.01547
2278,-0.01270,-0.03955,-0.06204
2279,-0.01132,-0.05930,-0.09033
2280,-0.01755,-0.07117,-0.10611
2281,-0.01978,-0.06589,-0.10681
2282,-0.00494,-0.04373,-0.08032
2283,0.02502,-0.01453,-0.01962
2284,0.05170,0.00955,0.06119
2285,0.05515,0.02158,0.12793
2286,0.03021,0.02167,0.14780
2287,-0.01056,0.01379,0.11447
2288,-0.04663,0.00183,0.05426
2289,-0.06116,-0.01105,0.00748
2290,-0.04810,-0.02161,-0.00043
2291,-0.01486,-0.02655,0.02463
2292,0.01804,-0.02567,0.05182
2293,0.02454,-0.02405,0.04919
2294,-0.01102,-0.03015,0.00699
2295,-0.07874,-0.04947,-0.05548
2296,-0.14508,-0.07834,-0.10388
2297,-0.17450,-0.10394,-0.11569
2298,-0.15469,-0.11157,-0.09860
2299,-0.10297,-0.09387,-0.08313
2300,-0.04813,-0.05518,-0.09225
2301,-0.00711,-0.00842,-0.11459
2302,0.02145,0.03210,-0.10974
2303,0.04385,0.05634,-0.04721
2304,0.05728,0.05939,0.05649
2305,0.05270,0.04117,0.14249
2306,0.03082,0.00726,0.15735
2307,0.01019,-0.02945,0.10043
2308,0.01459,-0.05148,0.02307
2309,0.04974,-0.04523,-0.02020
2310,0.09464,-0.01099,-0.01920
2311,0.11719,0.03479,-0.00665
2312,0.10165,0.06885,-0.01346
2313,0.06107,0.07587,-0.03336
2314,0.02380,0.05652,-0.03622
2315,0.00839,0.02304,-0.01169
2316,0.01093,-0.01111,0.01160
2317,0.01556,-0.03699,-0.00281
2318,0.01477,-0.04749,-0.05255
2319,0.01718,-0.03418,-0.09109
2320,0.03619,0.00769,-0.07544
2321,0.07315,0.06931,-0.01627
2322,0.11349,0.12628,0.02829
2323,0.13947,0.15280,0.01361
2324,0.14389,0.14215,-0.03909
2325,0.13037,0.11362,-0.05783
2326,0.10300,0.09647,0.00885
2327,0.06097,0.10361,0.13535
2328,0.00665,0.12006,0.23553
2329,-0.04300,0.11804,0.23718
2330,-0.06024,0.08502,0.14319
2331,-0.02759,0.03860,0.02435
2332,0.04269,0.01382,-0.04395
2333,0.11234,0.03400,-0.03894
2334,0.14398,0.09085,0.00592
2335,0.12714,0.14935,0.04294
2336,0.08038,0.17160,0.05127
2337,0.03049,0.14044,0.04224
2338,-0.00848,0.06726,0.03546
2339,-0.03693,-0.01715,0.03772
2340,-0.05582,-0.07950,0.04425
2341,-0.05768,-0.09842,0.05276
2342,-0.03403,-0.07217,0.06824
2343,0.01031,-0.01770,0.09183
2344,0.05527,0.03815,0.10971
2345,0.08084,0.07202,0.10013
2346,0.08362,0.07455,0.05603
2347,0.07507,0.05161,0.00018
2348,0.06335,0.01605,-0.02780
2349,0.03995,-0.02139,-0.00494
2350,-0.00998,-0.05411,0.05078
2351,-0.08221,-0.07428,0.09216
2352,-0.14160,-0.07013,0.08325
2353,-0.14328,-0.03299,0.03296
2354,-0.07358,0.02896,-0.01102
2355,0.02744,0.08490,-0.00610
2356,0.08746,0.09476,0.04285
2357,0.05496,0.03665,0.08316
2358,-0.05869,-0.07153,0.05969
2359,-0.18317,-0.17651,-0.03326
2360,-0.23740,-0.22052,-0.14117
2361,-0.18436,-0.17932,-0.19144
2362,-0.05255,-0.07840,-0.15201
2363,0.08734,0.02512,-0.05502
2364,0.16925,0.08163,0.03320
2365,0.16809,0.07950,0.06650
2366,0.10458,0.04437,0.04822
2367,0.02325,0.01178,0.01538
2368,-0.03696,-0.00211,-0.00049
2369,-0.05957,-0.00635,0.00485
2370,-0.04944,-0.01672,0.01871
2371,-0.02026,-0.03439,0.03482
2372,0.01605,-0.04395,0.06024
2373,0.05081,-0.03101,0.09964
2374,0.07458,-0.00073,0.13910
2375,0.07669,0.02411,0.15070
2376,0.05313,0.02383,0.11600
2377,0.01602,0.00156,0.04572
2378,-0.00815,-0.01718,-0.02344
2379,0.00464,-0.00525,-0.05258
2380,0.05533,0.04294,-0.02643
2381,0.11636,0.10513,0.03549
2382,0.14972,0.14560,0.08853
2383,0.13495,0.13916,0.08875
2384,0.08511,0.08795,0.02335
2385,0.03680,0.02124,-0.07257
2386,0.02344,-0.02118,-0.13025
2387,0.05179,-0.01321,-0.09320
2388,0.09775,0.04004,0.03516
2389,0.12314,0.10321,0.18289
2390,0.10153,0.13202,0.25681
2391,0.03738,0.10251,0.21301
2392,-0.03397,0.02728,0.09113
2393,-0.06906,-0.05362,-0.01962
2394,-0.04871,-0.10138,-0.05487
2395,0.00375,-0.10361,-0.02438
2396,0.03732,-0.07755,0.00623
2397,0.01483,-0.05093,-0.01923
2398,-0.05280,-0.03922,-0.09586
2399,-0.11200,-0.03812,-0.16544
2400,-0.11188,-0.03497,-0.17188
2401,-0.05011,-0.02408,-0.11087
2402,0.02289,-0.01099,-0.03110
2403,0.04785,-0.00299,0.01083
2404,0.00836,0.00143,-0.00284
2405,-0.05667,0.01157,-0.04251
2406,-0.08987,0.03235,-0.06467
2407,-0.06598,0.05493,-0.05200
2408,-0.00912,0.06125,-0.02356
2409,0.03470,0.04056,-0.00928
2410,0.03952,0.00150,-0.01801
2411,0.01578,-0.03372,-0.03262
2412,-0.00946,-0.04861,-0.03381
2413,-0.02209,-0.04672,-0.02371
2414,-0.02911,-0.04483,-0.02051
2415,-0.04077,-0.05142,-0.03027
2416,-0.05154,-0.05374,-0.03134
2417,-0.04337,-0.02988,0.00455
2418,-0.00800,0.02335,0.07343
2419,0.03763,0.07666,0.12689
2420,0.06207,0.08792,0.10876
2421,0.04712,0.04071,0.00952
2422,0.00430,-0.03506,-0.11581
2423,-0.03546,-0.08386,-0.18774
2424,-0.04837,-0.07034,-0.16592
2425,-0.03406,-0.00839,-0.07764
2426,-0.00876,0.05322,0.01074
2427,0.01331,0.07410,0.04880
2428,0.02954,0.05347,0.03339
2429,0.04300,0.02341,-0.00342
2430,0.05215,0.01508,-0.02765
2431,0.05099,0.03207,-0.02527
2432,0.03876,0.05273,-0.00015
2433,0.02606,0.05347,0.03766
2434,0.02792,0.02914,0.07809
2435,0.04980,-0.00565,0.10959
2436,0.08072,-0.03064,0.11969
2437,0.10092,-0.03473,0.10132
2438,0.09656,-0.02170,0.05969
2439,0.06863,-0.00516,0.01132
2440,0.03131,0.00281,-0.02499
2441,0.00391,0.00143,-0.03836
2442,0.00214,0.00281,-0.02951
2443,0.03052,0.02100,-0.00729
2444,0.07697,0.05615,0.01825
2445,0.11441,0.08844,0.04031
2446,0.11472,0.09064,0.05496
2447,0.06952,0.05139,0.05823
2448,0.00122,-0.01199,0.04572
2449,-0.04984,-0.06448,0.01804
2450,-0.05530,-0.07956,-0.01285
2451,-0.02078,-0.05701,-0.02545
2452,0.02042,-0.01920,-0.00388
2453,0.03601,0.00723,0.04361
2454,0.01947,0.00674,0.08121
2455,-0.01016,-0.02173,0.06839
2456,-0.02823,-0.06622,-0.00497
2457,-0.02289,-0.10388,-0.10077
2458,0.00186,-0.10785,-0.15430
2459,0.03305,-0.06555,-0.12277
2460,0.05392,0.00314,-0.02200
2461,0.04868,0.05161,0.08334
2462,0.01413,0.04446,0.13138
2463,-0.02606,-0.00058,0.11380
2464,-0.02505,-0.01422,0.08044
2465,0.05182,0.06552,0.09042
2466,0.18225,0.22159,0.15179
2467,0.27856,0.34515,0.20471
2468,0.24136,0.30975,0.16852
2469,0.04196,0.07922,0.01578
2470,-0.23740,-0.24454,-0.19058
2471,-0.45020,-0.48364,-0.33450
2472,-0.48816,-0.51099,-0.33176
2473,-0.35706,-0.33832,-0.19324
2474,-0.16266,-0.09506,-0.01331
2475,-0.02298,0.07812,0.10620
2476,0.01651,0.12784,0.13040
2477,-0.00311,0.10126,0.10233
2478,-0.01144,0.07758,0.08807
2479,0.02267,0.09024,0.11261
2480,0.07227,0.10956,0.14508
2481,0.09009,0.09058,0.13971
2482,0.05966,0.02933,0.08484
2483,0.00940,-0.02979,0.01086
2484,-0.01883,-0.03955,-0.04391
2485,-0.01093,0.00085,-0.06705
2486,0.00897,0.04385,-0.07037
2487,0.00729,0.04031,-0.06216
2488,-0.02240,-0.01184,-0.03204
2489,-0.05215,-0.06567,0.03094
2490,-0.04883,-0.07187,0.11044
2491,-0.00967,-0.02817,0.16348
2492,0.03094,0.01639,0.15649
2493,0.03159,0.00742,0.09976
2494,-0.01758,-0.06198,0.04062
2495,-0.08322,-0.14032,0.01849
2496,-0.11414,-0.15860,0.02750
2497,-0.08020,-0.08716,0.02606
2498,0.00677,0.04016,-0.01596
2499,0.10434,0.15149,-0.08133
2500,0.16852,0.18927,-0.11801
2501,0.17850,0.14761,-0.08752
2502,0.14236,0.07004,-0.00092
2503,0.08649,0.01443,0.08987
2504,0.03815,0.01266,0.13361
2505,0.01129,0.05191,0.11417
2506,0.00195,0.08817,0.05249
2507,-0.00403,0.08093,-0.01529
2508,-0.01688,0.02496,-0.05826
2509,-0.03305,-0.04471,-0.05780
2510,-0.03989,-0.07950,-0.00958
2511,-0.03009,-0.05612,0.07108
2512,-0.01172,0.00436,0.14761
2513,-0.00180,0.05490,0.17676
2514,-0.00882,0.06268,0.13651
2515,-0.02246,0.03534,0.04498
2516,-0.02231,0.00897,-0.05054
2517,0.00256,0.01175,-0.10788
2518,0.04245,0.03864,-0.11813
2519,0.07538,0.06210,-0.10400
2520,0.08578,0.06381,-0.09311
2521,0.07462,0.05301,-0.09439
2522,0.05331,0.05179,-0.09796
2523,0.03073,0.06580,-0.09320
2524,0.00821,0.07391,-0.08322
2525,-0.01471,0.04990,-0.08145
2526,-0.03354,-0.00714,-0.09668
2527,-0.04144,-0.06625,-0.12329
2528,-0.03751,-0.08994,-0.14532
2529,-0.02991,-0.06607,-0.14838
2530,-0.02832,-0.01562,-0.12915
2531,-0.03348,0.02786,-0.09622
2532,-0.03613,0.04504,-0.06424
2533,-0.02744,0.03882,-0.04578
2534,-0.00974,0.02164,-0.04456
2535,0.00351,0.00027,-0.05344
2536,-0.00098,-0.02667,-0.05859
2537,-0.02505,-0.05981,-0.04834
2538,-0.05713,-0.09100,-0.02054
2539,-0.07898,-0.10587,0.01770
2540,-0.07483,-0.09372,0.05643
2541,-0.03809,-0.05603,0.08911
2542,0.02423,-0.00708,0.11310
2543,0.09003,0.03329,0.12555
2544,0.12930,0.05023,0.12146
2545,0.12048,0.04236,0.09622
2546,0.06689,0.02197,0.05042
2547,-0.00198,0.00565,-0.00778
2548,-0.04990,0.00211,-0.06424
2549,-0.05914,0.00687,-0.10239
2550,-0.04037,0.00916,-0.10880
2551,-0.01865,0.00381,-0.08072
2552,-0.01025,-0.00391,-0.03284
2553,-0.01248,-0.00519,0.00574
2554,-0.01175,0.00299,0.00894
2555,0.00397,0.01706,-0.02313
2556,0.04153,0.03494,-0.05692
2557,0.10532,0.06100,-0.04642
2558,0.19214,0.09827,0.02859
2559,0.27786,0.13501,0.13809
2560,0.31516,0.14291,0.21429
2561,0.25958,0.09543,0.19534
2562,0.11139,-0.00665,0.06772
2563,-0.06720,-0.12634,-0.12234
2564,-0.18497,-0.20935,-0.29349
2565,-0.18607,-0.21768,-0.36996
2566,-0.09024,-0.15186,-0.31421
2567,0.02762,-0.04663,-0.13937
2568,0.10046,0.05255,0.09680
2569,0.11563,0.11298,0.31219
2570,0.10608,0.12408,0.43024
2571,0.10291,0.09387,0.41174
2572,0.10223,0.04083,0.27393
2573,0.07791,-0.01404,0.08212
2574,0.02011,-0.05573,-0.08572
2575,-0.04681,-0.08270,-0.18179
2576,-0.08722,-0.10733,-0.20926
2577,-0.09122,-0.14386,-0.20761
2578,-0.08368,-0.19095,-0.21393
2579,-0.09448,-0.22473,-0.23203
2580,-0.12268,-0.21320,-0.23267
2581,-0.13458,-0.14337,-0.18295
2582,-0.10007,-0.03802,-0.07986
2583,-0.02936,0.05606,0.03867
2584,0.02982,0.10153,0.11349
2585,0.03690,0.09937,0.10202
2586,0.00293,0.08862,0.00995
2587,-0.01102,0.11514,-0.10477
2588,0.05219,0.19156,-0.16373
2589,0.18329,0.27856,-0.12164
2590,0.29498,0.30313,-0.00604
2591,0.28021,0.20593,0.09280
2592,0.09985,-0.01227,0.08575
2593,-0.17291,-0.27692,-0.04099
2594,-0.39331,-0.47400,-0.20502
2595,-0.44321,-0.51419,-0.28558
2596,-0.31046,-0.38666,-0.21808
2597,-0.08817,-0.16489,-0.04523
2598,0.09927,0.04016,0.11877
2599,0.17938,0.14667,0.17853
2600,0.16025,0.14230,0.12421
2601,0.09695,0.07535,0.02295
2602,0.03854,0.01047,-0.04617
2603,0.00262,-0.01434,-0.05103
2604,-0.01389,-0.00220,-0.01483
2605,-0.01480,0.01926,0.01950
2606,-0.00018,0.02509,0.02783
2607,0.02466,0.01016,0.01599
2608,0.04553,-0.01285,0.00427
2609,0.04904,-0.02826,0.00632
2610,0.03488,-0.03119,0.01993
2611,0.01538,-0.02966,0.03177
2612,0.00339,-0.03421,0.02924
2613,0.00345,-0.04440,0.01111
2614,0.01514,-0.04581,-0.00961
2615,0.04001,-0.02200,-0.01422
2616,0.07846,0.02676,0.00552
2617,0.11743,0.07614,0.03583
2618,0.12689,0.09210,0.04770
2619,0.07950,0.05878,0.02063
2620,-0.01862,-0.00430,-0.03577
2621,-0.11685,-0.05344,-0.08472
2622,-0.14966,-0.05438,-0.09171
2623,-0.08844,-0.01050,-0.05505
2624,0.02960,0.04013,-0.00793
2625,0.12564,0.05692,0.01199
2626,0.13943,0.02954,-0.00388
2627,0.07465,-0.01694,-0.03094
2628,-0.00983,-0.04678,-0.03897
2629,-0.05185,-0.04291,-0.02124
2630,-0.03400,-0.01538,0.00323
2631,0.01166,0.01291,0.01236
2632,0.03903,0.02527,0.00113
2633,0.02829,0.01929,-0.01889
2634,-0.00244,0.00455,-0.03317
2635,-0.01712,-0.00275,-0.03162
2636,0.00586,0.01263,-0.00806
2637,0.05380,0.05191,0.03595
2638,0.08621,0.09262,0.08099
2639,0.06610,0.10068,0.09213
2640,-0.00311,0.06650,0.04727
2641,-0.06540,0.03220,-0.02969
2642,-0.04675,0.06882,-0.07394
2643,0.07861,0.20444,-0.03458
2644,0.24323,0.36627,0.06763
2645,0.31393,0.40735,0.14349
2646,0.18713,0.21835,0.10962
2647,-0.11996,-0.16507,-0.03326
2648,-0.46234,-0.56131,-0.19531
2649,-0.65976,-0.76248,-0.27307
2650,-0.61853,-0.67941,-0.23303
2651,-0.38785,-0.39392,-0.12634
2652,-0.11185,-0.08328,-0.03113
2653,0.07504,0.10947,0.01355
2654,0.12634,0.15219,0.02155
2655,0.08588,0.10422,0.02380
2656,0.03171,0.04257,0.03143
2657,0.01495,0.00668,0.03378
2658,0.03549,-0.00449,0.02127
2659,0.06012,-0.00327,0.00031
2660,0.05881,0.00839,-0.01358
2661,0.03067,0.03622,-0.01004
2662,0.00201,0.07846,0.01065
2663,0.00110,0.11832,0.04160
2664,0.02963,0.13168,0.07135
2665,0.05698,0.10306,0.08337
2666,0.04501,0.03751,0.06100
2667,-0.01526,-0.03888,0.00156
2668,-0.08990,-0.09131,-0.07361
2669,-0.12738,-0.09579,-0.12839
2670,-0.10330,-0.05420,-0.13651
2671,-0.04236,0.00653,-0.10043
2672,0.00439,0.05197,-0.04599
2673,0.00668,0.06290,0.00018
2674,-0.01935,0.04489,0.02786
2675,-0.03201,0.01746,0.03934
2676,-0.00906,-0.00644,0.03522
2677,0.02902,-0.03024,0.00949
2678,0.04147,-0.06351,-0.03802
2679,0.01147,-0.10333,-0.08823
2680,-0.03342,-0.12881,-0.10742
2681,-0.04578,-0.11792,-0.07159
2682,-0.00336,-0.07217,0.01111
2683,0.06964,-0.02353,0.10135
2684,0.12509,-0.01364,0.15378
2685,0.13345,-0.06076,0.14587
2686,0.10526,-0.14337,0.08893
2687,0.07397,-0.21445,0.01605
2688,0.06085,-0.23492,-0.03995
2689,0.05765,-0.19800,-0.06204
2690,0.04245,-0.12750,-0.05157
2691,0.00943,-0.05579,-0.02075
2692,-0.02020,-0.00192,0.01660
2693,-0.01736,0.03317,0.05096
2694,0.02472,0.05637,0.07800
2695,0.08029,0.07059,0.09552
2696,0.11133,0.07278,0.09982
2697,0.09921,0.06119,0.08563
2698,0.05737,0.04141,0.05063
2699,0.01511,0.02414,0.00162
2700,-0.01007,0.01639,-0.04526
2701,-0.02298,0.01544,-0.07272
2702,-0.03671,0.01196,-0.07455
2703,-0.05182,-0.00046,-0.06082
2704,-0.05344,-0.01788,-0.05035
2705,-0.02933,-0.02786,-0.05515
2706,0.01166,-0.02029,-0.07004
2707,0.04193,0.00211,-0.07800
2708,0.03790,0.02267,-0.06656
2709,0.00052,0.02158,-0.03986
2710,-0.04568,-0.00876,-0.01514
2711,-0.07285,-0.05600,-0.00592
2712,-0.06921,-0.09482,-0.00946
2713,-0.04221,-0.10413,-0.01108
2714,-0.00861,-0.08148,-0.00186
2715,0.01569,-0.04352,0.00897
2716,0.01935,-0.01270,0.00143
2717,-0.00247,-0.00082,-0.03323
2718,-0.04300,-0.00253,-0.07812
2719,-0.08087,-0.00253,-0.10092
2720,-0.08862,0.00980,-0.08237
2721,-0.05228,0.03052,-0.03653
2722,0.01389,0.04379,-0.00110
2723,0.07339,0.03546,-0.00259
2724,0.09354,0.00720,-0.02939
2725,0.07065,-0.02127,-0.04001
2726,0.03275,-0.02597,-0.00284
2727,0.01672,0.00186,0.06866
2728,0.03912,0.04694,0.12143
2729,0.08432,0.08047,0.10764
2730,0.11819,0.08163,0.02905
2731,0.11469,0.05078,-0.06088
2732,0.07382,0.00388,-0.10117
2733,0.01804,-0.04358,-0.07361
2734,-0.02704,-0.08487,-0.01389
2735,-0.05017,-0.11618,0.02466
2736,-0.05634,-0.12775,0.01822
2737,-0.05380,-0.10660,-0.01257
2738,-0.04102,-0.05130,-0.02960
2739,-0.00806,0.01901,-0.01474
2740,0.04800,0.07416,0.01917
2741,0.11026,0.09552,0.04868
2742,0.14795,0.09003,0.06558
2743,0.13940,0.08182,0.07968
2744,0.09189,0.09009,0.09982
2745,0.03745,0.11392,0.11792
2746,0.00726,0.13696,0.11551
2747,0.00769,0.14450,0.08521
2748,0.02090,0.13605,0.04230
2749,0.02744,0.12341,0.01355
2750,0.02640,0.11774,0.01367
2751,0.03217,0.11856,0.03265
2752,0.05249,0.11307,0.04538
2753,0.07394,0.08667,0.03293
2754,0.07263,0.03687,-0.00259
2755,0.04028,-0.02084,-0.04022
2756,-0.00259,-0.06094,-0.05429
2757,-0.02200,-0.06677,-0.03067
2758,-0.00110,-0.04507,0.02390
2759,0.04391,-0.02246,0.08337
2760,0.07739,-0.02328,0.11566
2761,0.07523,-0.04752,0.10187
2762,0.04428,-0.06921,0.05042
2763,0.01443,-0.05942,-0.00616
2764,0.01181,-0.01379,-0.03342
2765,0.03720,0.03995,-0.02063
2766,0.06573,0.06281,0.01062
2767,0.06534,0.03506,0.02380
2768,0.01895,-0.02911,-0.00262
2769,-0.06424,-0.09442,-0.05679
2770,-0.15311,-0.13107,-0.10077
2771,-0.21021,-0.13269,-0.09726
2772,-0.20996,-0.11276,-0.03561
2773,-0.15118,-0.08786,0.05917
2774,-0.05872,-0.06519,0.13864
2775,0.02719,-0.04428,0.15591
2776,0.06943,-0.02701,0.09216
2777,0.05191,-0.02206,-0.03006
2778,-0.01221,-0.03763,-0.15588
2779,-0.08817,-0.06891,-0.22876
2780,-0.13846,-0.09482,-0.22449
2781,-0.14297,-0.09070,-0.16327
2782,-0.10712,-0.04843,-0.09030
2783,-0.05441,0.01260,-0.04074
2784,-0.00989,0.05600,-0.01968
2785,0.01379,0.05399,-0.01172
2786,0.01917,0.00925,-0.00467
2787,0.01746,-0.04556,-0.00113
2788,0.01947,-0.07236,-0.00739
2789,0.02975,-0.05618,-0.01749
2790,0.04526,-0.01498,-0.01361
2791,0.05795,0.01843,0.01587
2792,0.05963,0.02448,0.06107
2793,0.04788,0.00946,0.09500
2794,0.02942,-0.00693,0.09464
2795,0.01712,-0.01309,0.05887
2796,0.02142,-0.01233,0.00891
2797,0.04227,-0.01065,-0.02667
2798,0.06866,-0.00473,-0.03040
2799,0.08664,0.01215,-0.00589
2800,0.08865,0.03342,0.02576
2801,0.07697,0.03680,0.04193
2802,0.05826,0.00629,0.03619
2803,0.03519,-0.04413,0.02267
2804,0.00330,-0.07681,0.02081
2805,-0.04269,-0.06708,0.03223
2806,-0.09735,-0.03156,0.03592
2807,-0.13867,-0.01300,0.01147
2808,-0.13690,-0.03244,-0.03076
2809,-0.07623,-0.06046,-0.04871
2810,0.02591,-0.04391,-0.00656
2811,0.12051,0.03513,0.08276
2812,0.15536,0.13080,0.15820
2813,0.11255,0.16977,0.16122
2814,0.02505,0.12036,0.09009
2815,-0.04465,0.02539,0.00235
2816,-0.04974,-0.03564,-0.03897
2817,0.00717,-0.01828,-0.02130
2818,0.07990,0.05093,0.01575
2819,0.11801,0.10703,0.03131
2820,0.10641,0.11188,0.02869
2821,0.07211,0.08588,0.04428
2822,0.05478,0.07751,0.09430
2823,0.06903,0.10587,0.14294
2824,0.09064,0.13724,0.13358
2825,0.07828,0.11902,0.05347
2826,0.01111,0.03546,-0.04120
2827,-0.08963,-0.07266,-0.07458
2828,-0.17313,-0.14417,-0.02917
2829,-0.19574,-0.15280,0.02963
2830,-0.15268,-0.12680,0.01401
2831,-0.07993,-0.11581,-0.09763
2832,-0.02548,-0.14075,-0.23199
2833,-0.01422,-0.17657,-0.28387
2834,-0.03400,-0.18192,-0.20984
2835,-0.05228,-0.14191,-0.06473
