# probe_name     : rest
# profile        : max-debug
# profile_type   : debug
# arm            : right
# kind           : baseline
# recorded_utc   : 2026-08-08T06:41:14.372Z
# duration_s     : 5.000
# sample_rate_hz : 1000
# n_samples      : 5000
# channels       : ulnar, median, radial
# value_range    : -1..+1  (Companion raw SNC)
# notes          : session baseline (recorded via header button)
# effort         : easy
# fatigue        : none
# schema         : armband/probe/1
t_ms,ulnar,median,radial
689,0.00607,-0.05463,-0.08279
690,-0.03128,-0.08221,-0.16452
691,-0.03619,-0.06998,-0.19800
692,0.01654,0.00351,-0.16504
693,0.09680,0.10181,-0.09189
694,0.13718,0.15079,-0.02731
695,0.09128,0.10126,-0.00464
696,-0.02087,-0.02429,-0.01965
697,-0.12466,-0.14719,-0.04044
698,-0.15091,-0.19705,-0.03571
699,-0.09067,-0.16455,0.00290
700,0.00293,-0.09711,0.05856
701,0.06244,-0.04889,0.10196
702,0.05844,-0.03815,0.10696
703,0.01273,-0.04742,0.06342
704,-0.02985,-0.05380,-0.01508
705,-0.03915,-0.05023,-0.09183
706,-0.01602,-0.03922,-0.12329
707,0.01855,-0.01758,-0.08688
708,0.04306,0.02219,-0.00107
709,0.04773,0.07440,0.08301
710,0.03592,0.11359,0.11774
711,0.01984,0.11465,0.09412
712,0.01453,0.08142,0.04364
713,0.02899,0.04965,0.00604
714,0.05768,0.05426,-0.00470
715,0.07932,0.09189,-0.00259
716,0.06866,0.11841,-0.00262
717,0.01498,0.08762,0.00055
718,-0.06732,-0.00586,0.02176
719,-0.14648,-0.12091,0.05615
720,-0.19391,-0.20447,0.07056
721,-0.19977,-0.22964,0.03348
722,-0.17136,-0.20200,-0.04483
723,-0.11935,-0.13776,-0.10883
724,-0.04950,-0.04599,-0.10187
725,0.03116,0.06281,-0.01865
726,0.10312,0.15836,0.08698
727,0.13763,0.19537,0.14877
728,0.11786,0.14822,0.14569
729,0.05826,0.04309,0.11459
730,-0.00061,-0.05164,0.10745
731,-0.02319,-0.07623,0.13647
732,-0.00684,-0.02747,0.16147
733,0.02011,0.04196,0.13123
734,0.02896,0.07178,0.03864
735,0.01791,0.04465,-0.06436
736,0.00961,-0.00546,-0.10748
737,0.02435,-0.02933,-0.06165
738,0.05939,-0.00452,0.03610
739,0.09460,0.05316,0.11349
740,0.11377,0.11050,0.12134
741,0.11569,0.14319,0.06796
742,0.10590,0.14481,0.00342
743,0.08371,0.11920,-0.02655
744,0.04379,0.07318,-0.01532
745,-0.00967,0.01773,0.00842
746,-0.05621,-0.02933,0.01276
747,-0.07083,-0.04880,-0.00873
748,-0.04517,-0.03308,-0.03421
749,0.00369,0.00595,-0.03488
750,0.04520,0.04211,-0.00046
751,0.05759,0.05112,0.05109
752,0.04132,0.02490,0.08545
753,0.01538,-0.02411,0.07727
754,0.00165,-0.07114,0.03018
755,0.00885,-0.09360,-0.02405
756,0.02661,-0.08322,-0.04855
757,0.03314,-0.04889,-0.02930
758,0.01318,-0.00797,0.01492
759,-0.02682,0.02670,0.04916
760,-0.05972,0.05341,0.05121
761,-0.05753,0.07587,0.02719
762,-0.01584,0.09201,0.00262
763,0.03824,0.09064,0.00003
764,0.06332,0.06128,0.02289
765,0.03348,0.00775,0.05688
766,-0.04239,-0.04926,0.08267
767,-0.12476,-0.08426,0.08823
768,-0.16797,-0.08447,0.07330
769,-0.14859,-0.05768,0.04498
770,-0.08118,-0.02710,0.00870
771,-0.01129,-0.01804,-0.03741
772,0.01266,-0.04416,-0.09720
773,-0.02676,-0.09875,-0.16187
774,-0.10138,-0.15436,-0.20160
775,-0.15594,-0.17484,-0.17972
776,-0.14841,-0.13620,-0.08524
777,-0.07941,-0.04404,0.04547
778,0.01358,0.06689,0.14499
779,0.08960,0.15240,0.16284
780,0.13187,0.18335,0.10416
781,0.14682,0.15826,0.02313
782,0.14438,0.10028,-0.02225
783,0.12766,0.04590,-0.01175
784,0.10284,0.03247,0.03333
785,0.09009,0.08231,0.07828
786,0.11243,0.18469,0.10120
787,0.16766,0.28845,0.09683
788,0.21567,0.32245,0.06726
789,0.20325,0.24002,0.01947
790,0.10950,0.05807,-0.02939
791,-0.03052,-0.14432,-0.05499
792,-0.14810,-0.27161,-0.04358
793,-0.18997,-0.27008,-0.00778
794,-0.15115,-0.15543,0.02081
795,-0.06769,0.00534,0.01889
796,0.01721,0.13824,-0.00858
797,0.08044,0.19983,-0.03577
798,0.12122,0.18961,-0.04184
799,0.14648,0.13943,-0.02673
800,0.15924,0.09177,-0.00296
801,0.15826,0.07629,0.02164
802,0.14432,0.09396,0.04822
803,0.12311,0.11832,0.07550
804,0.10217,0.11621,0.09158
805,0.08585,0.07590,0.08255
806,0.07300,0.01828,0.04926
807,0.05835,-0.02017,0.01089
808,0.03702,-0.01843,-0.01019
809,0.00876,0.01291,-0.00626
810,-0.02081,0.04468,0.01425
811,-0.04434,0.05554,0.03870
812,-0.05884,0.04507,0.05923
813,-0.06757,0.02383,0.06851
814,-0.07349,-0.00104,0.05408
815,-0.07022,-0.02582,0.00586
816,-0.04346,-0.03888,-0.06622
817,0.01410,-0.02072,-0.12698
818,0.08533,0.03555,-0.13651
819,0.12955,0.10397,-0.08237
820,0.10736,0.13431,0.00760
821,0.01288,0.09109,0.08557
822,-0.11533,-0.01184,0.11920
823,-0.21582,-0.11679,0.10971
824,-0.24261,-0.16647,0.07928
825,-0.19086,-0.14795,0.04440
826,-0.09399,-0.09787,0.00235
827,0.00043,-0.06781,-0.05920
828,0.05563,-0.08304,-0.14105
829,0.05844,-0.12704,-0.22021
830,0.02005,-0.15842,-0.25684
831,-0.03113,-0.14148,-0.21622
832,-0.06265,-0.06940,-0.09430
833,-0.05545,0.03094,0.06903
834,-0.01660,0.11243,0.20197
835,0.02283,0.13336,0.23831
836,0.02829,0.08408,0.16095
837,-0.01279,-0.00363,0.01868
838,-0.07990,-0.07458,-0.10236
839,-0.13177,-0.08768,-0.13632
840,-0.13486,-0.04535,-0.08102
841,-0.08621,0.01019,0.00705
842,-0.01514,0.03265,0.06119
843,0.03891,0.00967,0.05435
844,0.05515,-0.02911,0.01105
845,0.04559,-0.04092,-0.02280
846,0.04160,-0.00955,-0.02118
847,0.06409,0.03976,0.00568
848,0.10330,0.06287,0.02820
849,0.12787,0.03656,0.02716
850,0.11514,-0.02020,0.00803
851,0.07281,-0.06244,-0.00995
852,0.02966,-0.05823,-0.01593
853,0.00394,-0.01712,-0.01834
854,-0.01575,0.01718,-0.03427
855,-0.05560,0.00421,-0.06686
856,-0.12131,-0.05667,-0.09396
857,-0.18018,-0.12051,-0.08112
858,-0.18292,-0.12921,-0.01303
859,-0.10803,-0.05838,0.08301
860,0.01285,0.05667,0.14508
861,0.11221,0.13928,0.11746
862,0.13461,0.12491,-0.00256
863,0.07626,0.01270,-0.15039
864,-0.01312,-0.12640,-0.23053
865,-0.06689,-0.19711,-0.18381
866,-0.04858,-0.15131,-0.03583
867,0.02365,-0.02710,0.11420
868,0.09250,0.08020,0.16220
869,0.10663,0.09467,0.07623
870,0.06140,0.02124,-0.07877
871,0.00269,-0.06177,-0.18970
872,-0.01248,-0.07272,-0.18085
873,0.03308,0.00308,-0.06851
874,0.09940,0.10559,0.05759
875,0.12338,0.15729,0.10818
876,0.07489,0.12985,0.06198
877,-0.01703,0.05847,-0.02661
878,-0.09253,-0.00143,-0.08044
879,-0.11493,-0.02573,-0.06476
880,-0.09579,-0.02942,-0.00894
881,-0.06854,-0.03088,0.02908
882,-0.04294,-0.02042,0.01895
883,0.00455,0.02625,-0.01712
884,0.09036,0.10312,-0.03152
885,0.17883,0.15210,-0.00211
886,0.19171,0.10022,0.04391
887,0.07660,-0.06964,0.05618
888,-0.12903,-0.28220,0.01199
889,-0.30893,-0.41125,-0.05804
890,-0.35468,-0.37192,-0.09598
891,-0.25302,-0.18713,-0.06985
892,-0.09222,0.02914,-0.00357
893,0.01749,0.15811,0.04565
894,0.03430,0.15906,0.04089
895,0.00421,0.08380,-0.00018
896,0.00049,0.01822,-0.02258
897,0.04797,0.00760,0.01328
898,0.10410,0.02789,0.09088
899,0.10526,0.02066,0.14639
900,0.02771,-0.04568,0.12036
901,-0.09259,-0.14307,0.00934
902,-0.19061,-0.20520,-0.12662
903,-0.21930,-0.18289,-0.20721
904,-0.17532,-0.08582,-0.19144
905,-0.09277,0.02347,-0.10495
906,-0.01828,0.07776,-0.01437
907,0.01447,0.05527,0.02679
908,0.00055,-0.00876,0.01440
909,-0.03522,-0.05725,-0.01633
910,-0.05368,-0.05988,-0.03134
911,-0.02634,-0.03223,-0.02747
912,0.04510,-0.01099,-0.02609
913,0.12912,-0.01337,-0.04327
914,0.18524,-0.02191,-0.07050
915,0.18967,-0.00818,-0.08453
916,0.14777,0.03204,-0.07245
917,0.08768,0.07077,-0.04352
918,0.04205,0.07596,-0.01733
919,0.03030,0.04568,-0.00314
920,0.04929,0.01202,0.00668
921,0.07626,0.01086,0.02390
922,0.08350,0.04825,0.04684
923,0.05850,0.09720,0.05804
924,0.01529,0.12506,0.04028
925,-0.01495,0.12210,-0.00354
926,-0.01016,0.10364,-0.04510
927,0.02130,0.08798,-0.04816
928,0.04645,0.07672,0.00406
929,0.03857,0.05743,0.09238
930,0.00494,0.02292,0.17081
931,-0.01743,-0.01559,0.19638
932,0.00336,-0.03601,0.15720
933,0.06110,-0.02554,0.07819
934,0.11392,0.00720,0.00238
935,0.12048,0.03854,-0.03601
936,0.07553,0.04816,-0.02744
937,0.01166,0.03256,0.01419
938,-0.03284,0.00409,0.06271
939,-0.04626,-0.02045,0.09167
940,-0.04578,-0.03046,0.08533
941,-0.05090,-0.02423,0.04767
942,-0.05887,-0.00516,0.00449
943,-0.04828,0.02130,-0.00919
944,-0.00641,0.04724,0.02740
945,0.04868,0.06070,0.10205
946,0.07574,0.04910,0.17282
947,0.04251,0.00763,0.19421
948,-0.04572,-0.05328,0.14764
949,-0.14474,-0.10934,0.05511
950,-0.19885,-0.13458,-0.03366
951,-0.17596,-0.11667,-0.07135
952,-0.08740,-0.06583,-0.04324
953,0.01840,-0.01129,0.02084
954,0.08359,0.01395,0.06317
955,0.07532,-0.00760,0.03833
956,0.00714,-0.06531,-0.04807
957,-0.06891,-0.12457,-0.13681
958,-0.09958,-0.14896,-0.15857
959,-0.07251,-0.12585,-0.09329
960,-0.02698,-0.07474,0.00952
961,-0.01746,-0.02753,0.07364
962,-0.05838,0.00131,0.06577
963,-0.10358,0.02505,0.02380
964,-0.08746,0.06241,0.01300
965,0.00641,0.10565,0.05420
966,0.11780,0.11670,0.09897
967,0.15805,0.06210,0.08035
968,0.09204,-0.04623,-0.01392
969,-0.02594,-0.14847,-0.12149
970,-0.09979,-0.18103,-0.16083
971,-0.07748,-0.12741,-0.10461
972,0.00766,-0.02866,0.00073
973,0.07639,0.05417,0.08267
974,0.07886,0.08755,0.10397
975,0.03223,0.08075,0.08023
976,-0.00809,0.06339,0.04764
977,-0.00537,0.05469,0.02509
978,0.03128,0.05399,0.00757
979,0.06735,0.05313,-0.01276
980,0.08020,0.05182,-0.02899
981,0.07455,0.05872,-0.02448
982,0.06787,0.08005,0.00992
983,0.06705,0.10785,0.06442
984,0.06021,0.11746,0.11215
985,0.02847,0.07907,0.11990
986,-0.03433,-0.02103,0.06540
987,-0.10922,-0.16016,-0.04150
988,-0.15704,-0.27826,-0.14709
989,-0.14124,-0.30707,-0.17395
990,-0.05548,-0.21680,-0.07465
991,0.06335,-0.04599,0.11734
992,0.15225,0.11465,0.29187
993,0.16144,0.17865,0.33423
994,0.08789,0.11926,0.21295
995,-0.02289,-0.01678,0.00620
996,-0.10785,-0.14447,-0.16040
997,-0.12485,-0.19379,-0.20990
998,-0.07074,-0.14438,-0.15955
999,0.02652,-0.02646,-0.08145
1000,0.12778,0.10086,-0.02802
1001,0.19705,0.17685,0.00284
1002,0.20801,0.16241,0.03708
1003,0.14932,0.05673,0.07452
1004,0.03232,-0.09946,0.08029
1005,-0.10623,-0.23984,0.02509
1006,-0.21579,-0.30585,-0.07437
1007,-0.25583,-0.27853,-0.16199
1008,-0.21805,-0.18710,-0.18896
1009,-0.13092,-0.08661,-0.15155
1010,-0.04214,-0.02127,-0.08374
1011,0.00906,-0.00052,-0.02081
1012,0.01205,-0.00381,0.02429
1013,-0.01562,-0.00537,0.05301
1014,-0.04626,0.00482,0.06244
1015,-0.06189,0.01923,0.04413
1016,-0.06174,0.02612,-0.00012
1017,-0.05444,0.02026,-0.05115
1018,-0.04517,0.00250,-0.08685
1019,-0.03137,-0.02466,-0.10031
1020,-0.00812,-0.05396,-0.09674
1021,0.02499,-0.06638,-0.07431
1022,0.06381,-0.03592,-0.01862
1023,0.10339,0.04727,0.07294
1024,0.13776,0.15378,0.16431
1025,0.15359,0.22141,0.19220
1026,0.13004,0.19672,0.11935
1027,0.05304,0.08011,-0.01993
1028,-0.06326,-0.06845,-0.13467
1029,-0.17096,-0.17178,-0.14722
1030,-0.21286,-0.19083,-0.05609
1031,-0.16327,-0.14441,0.06750
1032,-0.05090,-0.08124,0.14291
1033,0.05920,-0.03564,0.14191
1034,0.11273,-0.00952,0.09506
1035,0.10330,0.01071,0.04971
1036,0.06946,0.02774,0.02789
1037,0.05630,0.02890,0.02194
1038,0.07639,0.00488,0.01828
1039,0.10297,-0.03244,0.01569
1040,0.09760,-0.05585,0.01993
1041,0.04565,-0.04657,0.02823
1042,-0.03027,-0.01138,0.02676
1043,-0.08710,0.02469,0.00446
1044,-0.09140,0.04285,-0.03357
1045,-0.03952,0.04745,-0.06769
1046,0.04413,0.05875,-0.07758
1047,0.12418,0.08932,-0.05319
1048,0.17319,0.12881,0.00381
1049,0.18225,0.15143,0.08273
1050,0.16071,0.13913,0.16211
1051,0.12769,0.09561,0.20743
1052,0.10056,0.03879,0.18173
1053,0.08545,-0.01819,0.07230
1054,0.07602,-0.07388,-0.08371
1055,0.06189,-0.12531,-0.20441
1056,0.04007,-0.15274,-0.21002
1057,0.01917,-0.12695,-0.08453
1058,0.01144,-0.03949,0.09918
1059,0.01962,0.07376,0.22192
1060,0.03137,0.14713,0.20447
1061,0.02869,0.13278,0.06979
1062,0.00293,0.04123,-0.07373
1063,-0.03806,-0.06534,-0.11884
1064,-0.07751,-0.12265,-0.04401
1065,-0.10251,-0.11255,0.07587
1066,-0.10931,-0.06689,0.13943
1067,-0.09854,-0.02893,0.10596
1068,-0.07074,-0.01312,0.02188
1069,-0.03021,-0.00113,-0.03104
1070,0.00827,0.02792,-0.01434
1071,0.02322,0.06866,0.03583
1072,0.00320,0.09250,0.04984
1073,-0.03857,0.07660,-0.00418
1074,-0.07074,0.02737,-0.08701
1075,-0.07022,-0.02570,-0.12354
1076,-0.04385,-0.05798,-0.07388
1077,-0.02179,-0.07010,0.02365
1078,-0.02716,-0.08115,0.07767
1079,-0.05191,-0.10364,0.01782
1080,-0.06418,-0.12695,-0.14243
1081,-0.04074,-0.12671,-0.30768
1082,0.00858,-0.09113,-0.36713
1083,0.04932,-0.03671,-0.27554
1084,0.05411,0.00339,-0.08569
1085,0.02560,0.00858,0.09113
1086,-0.01041,-0.01074,0.16458
1087,-0.03067,-0.02432,0.12225
1088,-0.03168,-0.01181,0.02432
1089,-0.02396,0.01730,-0.05222
1090,-0.01605,0.03348,-0.07010
1091,-0.00827,0.01697,-0.04532
1092,-0.00024,-0.02173,-0.01654
1093,0.00171,-0.05011,-0.00534
1094,-0.01016,-0.04346,-0.00406
1095,-0.03381,-0.00839,0.00427
1096,-0.05588,0.02179,0.02097
1097,-0.06372,0.01633,0.02951
1098,-0.05670,-0.02429,0.01691
1099,-0.04202,-0.06534,-0.00632
1100,-0.02045,-0.06448,-0.01123
1101,0.01834,-0.00687,0.02319
1102,0.08099,0.08066,0.08704
1103,0.15179,0.14963,0.14270
1104,0.19580,0.16800,0.15173
1105,0.18756,0.14401,0.10278
1106,0.13879,0.11484,0.02045
1107,0.09366,0.11133,-0.04987
1108,0.09155,0.13129,-0.06833
1109,0.13092,0.14502,-0.02332
1110,0.16986,0.12598,0.06116
1111,0.16385,0.07535,0.13785
1112,0.10507,0.01895,0.16382
1113,0.02762,-0.01727,0.12738
1114,-0.02295,-0.02777,0.05487
1115,-0.02527,-0.02603,-0.01010
1116,0.00726,-0.02805,-0.03918
1117,0.04376,-0.03842,-0.03583
1118,0.05954,-0.05045,-0.02271
1119,0.04691,-0.05426,-0.01410
1120,0.01193,-0.04330,-0.00305
1121,-0.03195,-0.01645,0.02469
1122,-0.06775,0.02084,0.06662
1123,-0.08112,0.05469,0.09720
1124,-0.07022,0.06598,0.08801
1125,-0.05188,0.04126,0.03415
1126,-0.05225,-0.01492,-0.04028
1127,-0.08527,-0.07895,-0.10239
1128,-0.13693,-0.12228,-0.13568
1129,-0.17236,-0.13052,-0.14554
1130,-0.16248,-0.11087,-0.14273
1131,-0.10736,-0.08270,-0.12631
1132,-0.03607,-0.06091,-0.08658
1133,0.01556,-0.04785,-0.02472
1134,0.02994,-0.03836,0.03491
1135,0.01553,-0.02972,0.05927
1136,-0.00397,-0.02457,0.03812
1137,-0.00797,-0.02554,0.00067
1138,0.00916,-0.02948,-0.00504
1139,0.03720,-0.02924,0.04306
1140,0.05844,-0.02081,0.11398
1141,0.05972,-0.00745,0.14505
1142,0.04193,0.00375,0.09787
1143,0.01962,0.00867,-0.00058
1144,0.00916,0.00760,-0.07294
1145,0.01303,0.00095,-0.05386
1146,0.01541,-0.01483,0.05365
1147,-0.00412,-0.04349,0.17844
1148,-0.04898,-0.08051,0.23749
1149,-0.09726,-0.11011,0.19852
1150,-0.11801,-0.11389,0.09741
1151,-0.09869,-0.08591,0.00122
1152,-0.05795,-0.03973,-0.04514
1153,-0.02878,-0.00003,-0.04346
1154,-0.02771,0.01541,-0.02704
1155,-0.03925,0.00723,-0.02789
1156,-0.03217,-0.00958,-0.05609
1157,0.00818,-0.02063,-0.10010
1158,0.06250,-0.02301,-0.13873
1159,0.09268,-0.02368,-0.15216
1160,0.07474,-0.02893,-0.13004
1161,0.01898,-0.03711,-0.07712
1162,-0.03912,-0.04111,-0.01355
1163,-0.06659,-0.03644,0.03424
1164,-0.05374,-0.02505,0.04910
1165,-0.01419,-0.01166,0.03363
1166,0.03049,0.00229,0.00671
1167,0.06488,0.01965,-0.01013
1168,0.08493,0.04263,-0.00546
1169,0.09473,0.06775,0.01895
1170,0.10098,0.08612,0.05276
1171,0.10651,0.08917,0.08347
1172,0.10593,0.07373,0.10083
1173,0.08810,0.04346,0.10028
1174,0.04678,0.00662,0.08475
1175,-0.00790,-0.02676,0.06381
1176,-0.05099,-0.04730,0.04886
1177,-0.05975,-0.04892,0.04770
1178,-0.03311,-0.03177,0.06137
1179,0.00607,-0.00406,0.08429
1180,0.02997,0.01987,0.10550
1181,0.02826,0.02594,0.11151
1182,0.01266,0.00827,0.09238
1183,0.00067,-0.02567,0.04965
1184,-0.00278,-0.05746,-0.00058
1185,-0.00671,-0.06769,-0.03583
1186,-0.01877,-0.04791,-0.04291
1187,-0.03198,-0.00687,-0.02884
1188,-0.02997,0.03421,-0.01624
1189,-0.00522,0.05460,-0.02585
1190,0.02914,0.04691,-0.06064
1191,0.04852,0.02109,-0.10327
1192,0.03851,-0.00311,-0.12857
1193,0.00851,-0.01053,-0.12033
1194,-0.01706,-0.00168,-0.08182
1195,-0.02182,0.00781,-0.03317
1196,-0.01212,0.00052,0.00156
1197,-0.00906,-0.02618,0.00995
1198,-0.02606,-0.05487,-0.00201
1199,-0.05499,-0.06152,-0.01703
1200,-0.07477,-0.03818,-0.02240
1201,-0.07339,-0.00424,-0.02045
1202,-0.05933,0.00732,-0.02365
1203,-0.05087,-0.02118,-0.03918
1204,-0.05466,-0.07379,-0.05823
1205,-0.05731,-0.11096,-0.06067
1206,-0.03995,-0.10031,-0.03064
1207,-0.00012,-0.04156,0.03021
1208,0.04138,0.03461,0.10095
1209,0.05765,0.08960,0.15179
1210,0.04059,0.10181,0.16028
1211,0.00977,0.07507,0.12662
1212,-0.00375,0.02985,0.07736
1213,0.01508,-0.01349,0.04871
1214,0.04965,-0.04755,0.05542
1215,0.06186,-0.08047,0.07166
1216,0.02148,-0.12585,0.04968
1217,-0.06702,-0.18521,-0.03033
1218,-0.16052,-0.23550,-0.12619
1219,-0.20157,-0.23633,-0.15848
1220,-0.15561,-0.15863,-0.08209
1221,-0.03610,-0.01596,0.06195
1222,0.09998,0.13010,0.17178
1223,0.18420,0.20316,0.17053
1224,0.17676,0.16425,0.07343
1225,0.08990,0.04315,-0.02844
1226,-0.01898,-0.07770,-0.05060
1227,-0.07996,-0.11835,0.01596
1228,-0.05096,-0.05472,0.11011
1229,0.05728,0.06860,0.16373
1230,0.18674,0.17361,0.15573
1231,0.26669,0.20328,0.11130
1232,0.25650,0.15463,0.06219
1233,0.16931,0.07016,0.01794
1234,0.06015,0.00073,-0.02664
1235,-0.01355,-0.02780,-0.06616
1236,-0.03009,-0.02200,-0.07718
1237,-0.01282,-0.00424,-0.03906
1238,-0.00522,0.00745,0.03931
1239,-0.03281,0.00681,0.11694
1240,-0.08215,-0.00482,0.14798
1241,-0.11258,-0.02267,0.11676
1242,-0.08975,-0.03668,0.05011
1243,-0.01450,-0.03110,-0.00320
1244,0.07593,0.00653,-0.01019
1245,0.13376,0.07037,0.02216
1246,0.13394,0.13214,0.05450
1247,0.08966,0.15787,0.04828
1248,0.03973,0.13504,-0.00320
1249,0.01901,0.08484,-0.06973
1250,0.03528,0.04568,-0.10843
1251,0.06854,0.04108,-0.09634
1252,0.09015,0.06100,-0.04599
1253,0.08487,0.07416,0.00635
1254,0.05884,0.05856,0.02841
1255,0.03076,0.02188,0.01428
1256,0.01694,-0.00620,-0.01468
1257,0.02142,-0.00095,-0.02905
1258,0.03510,0.03555,-0.01486
1259,0.04117,0.07544,0.01633
1260,0.02393,0.08682,0.03796
1261,-0.02057,0.05762,0.03204
1262,-0.07620,0.00439,0.00598
1263,-0.10992,-0.03961,-0.01123
1264,-0.09125,-0.04819,0.00848
1265,-0.01791,-0.02005,0.06827
1266,0.07367,0.02228,0.14032
1267,0.12766,0.05051,0.18365
1268,0.10748,0.05075,0.17239
1269,0.02386,0.02948,0.11398
1270,-0.07141,0.00293,0.04407
1271,-0.12195,-0.01627,0.00174
1272,-0.10440,-0.02289,0.00339
1273,-0.03827,-0.01367,0.03348
1274,0.03555,0.01450,0.05844
1275,0.08499,0.05685,0.05304
1276,0.10147,0.09305,0.01859
1277,0.09155,0.09479,-0.02094
1278,0.06161,0.04877,-0.04105
1279,0.01328,-0.02585,-0.03796
1280,-0.04681,-0.08600,-0.02966
1281,-0.09781,-0.09604,-0.03604
1282,-0.11099,-0.05527,-0.05649
1283,-0.07071,0.00406,-0.06772
1284,0.00916,0.04520,-0.04550
1285,0.09055,0.05515,0.00870
1286,0.13651,0.04764,0.06287
1287,0.13571,0.04260,0.07880
1288,0.10580,0.04541,0.04556
1289,0.07574,0.04575,-0.00833
1290,0.06396,0.03452,-0.03604
1291,0.07059,0.01883,-0.00894
1292,0.08514,0.01913,0.06207
1293,0.09744,0.04968,0.13614
1294,0.10110,0.10001,0.17029
1295,0.09003,0.13428,0.14255
1296,0.05624,0.11240,0.05740
1297,-0.00558,0.01959,-0.06061
1298,-0.09036,-0.11667,-0.17590
1299,-0.17853,-0.23654,-0.25082
1300,-0.24008,-0.28137,-0.25833
1301,-0.24667,-0.22986,-0.19467
1302,-0.18677,-0.11105,-0.08279
1303,-0.07581,0.01523,0.03992
1304,0.04684,0.09763,0.14084
1305,0.13647,0.12308,0.20377
1306,0.16687,0.11563,0.22665
1307,0.14282,0.10825,0.21335
1308,0.09143,0.11234,0.16980
1309,0.04019,0.11096,0.10666
1310,0.00171,0.07990,0.04135
1311,-0.02353,0.01624,-0.00705
1312,-0.03482,-0.05270,-0.02747
1313,-0.02728,-0.08945,-0.02399
1314,-0.00262,-0.07861,-0.01450
1315,0.01993,-0.04184,-0.02094
1316,0.01080,-0.02097,-0.05548
1317,-0.04501,-0.04364,-0.11121
1318,-0.12885,-0.10101,-0.16479
1319,-0.19736,-0.15668,-0.19165
1320,-0.21533,-0.17728,-0.18228
1321,-0.18283,-0.15683,-0.14597
1322,-0.13052,-0.11502,-0.09912
1323,-0.08878,-0.07587,-0.05121
1324,-0.06174,-0.04974,-0.00415
1325,-0.03253,-0.03491,0.03662
1326,0.00729,-0.03018,0.05676
1327,0.03793,-0.04114,0.04504
1328,0.02518,-0.07074,0.01120
1329,-0.04370,-0.10757,-0.01465
1330,-0.13840,-0.12811,-0.00757
1331,-0.20276,-0.11502,0.02527
1332,-0.19681,-0.07358,0.04681
1333,-0.12570,-0.02933,0.02466
1334,-0.03073,-0.00800,-0.03442
1335,0.04572,-0.01651,-0.08591
1336,0.08795,-0.04041,-0.08539
1337,0.10562,-0.05743,-0.02823
1338,0.11258,-0.05331,0.04620
1339,0.11102,-0.02899,0.08777
1340,0.09424,0.00140,0.07462
1341,0.05988,0.01797,0.02478
1342,0.01672,0.00583,-0.02420
1343,-0.02069,-0.03378,-0.04501
1344,-0.04147,-0.07880,-0.03473
1345,-0.04221,-0.09650,-0.00766
1346,-0.02469,-0.06635,0.01965
1347,0.00635,0.00131,0.03772
1348,0.04266,0.06931,0.04449
1349,0.07343,0.10025,0.04333
1350,0.09073,0.08475,0.04132
1351,0.09546,0.04578,0.04593
1352,0.09543,0.01569,0.05826
1353,0.09610,0.00693,0.06790
1354,0.09326,0.00452,0.05804
1355,0.07703,-0.01385,0.02042
1356,0.04462,-0.05026,-0.03302
1357,0.00778,-0.07968,-0.07495
1358,-0.01456,-0.07129,-0.08286
1359,-0.01288,-0.01843,-0.05585
1360,0.00433,0.05127,-0.01242
1361,0.01825,0.09595,0.02841
1362,0.01666,0.09241,0.06128
1363,0.00305,0.05267,0.09009
1364,-0.00909,0.01138,0.11212
1365,-0.00928,-0.00345,0.11325
1366,0.00269,0.00983,0.08237
1367,0.01938,0.03098,0.03027
1368,0.03253,0.03925,-0.01187
1369,0.03717,0.03082,-0.01831
1370,0.03198,0.01865,0.00497
1371,0.01874,0.01718,0.02203
1372,0.00140,0.02722,-0.00067
1373,-0.01584,0.03323,-0.06055
1374,-0.03131,0.01538,-0.11737
1375,-0.04553,-0.03378,-0.12802
1376,-0.05820,-0.10077,-0.08649
1377,-0.06631,-0.15680,-0.03113
1378,-0.06693,-0.17471,-0.01132
1379,-0.06104,-0.14505,-0.04312
1380,-0.05264,-0.08084,-0.09521
1381,-0.04257,-0.00885,-0.11676
1382,-0.02643,0.04593,-0.08167
1383,-0.00153,0.07169,-0.00897
1384,0.02408,0.07245,0.05585
1385,0.03488,0.06277,0.07816
1386,0.02505,0.05923,0.05658
1387,0.01172,0.07135,0.01566
1388,0.02386,0.09497,-0.01736
1389,0.07217,0.11267,-0.02884
1390,0.12976,0.10455,-0.02005
1391,0.14914,0.06546,-0.00128
1392,0.10468,0.01389,0.01321
1393,0.02036,-0.01910,0.01062
1394,-0.04797,-0.01685,-0.01184
1395,-0.06113,0.00470,-0.04138
1396,-0.02951,0.00784,-0.05807
1397,0.00217,-0.03113,-0.05460
1398,0.00253,-0.09497,-0.04733
1399,-0.01495,-0.13556,-0.06131
1400,-0.00824,-0.11578,-0.09836
1401,0.04678,-0.04462,-0.12210
1402,0.12677,0.02908,-0.08301
1403,0.17899,0.05890,0.03305
1404,0.16876,0.03918,0.17786
1405,0.11032,0.00458,0.26706
1406,0.05252,-0.00485,0.24261
1407,0.03455,0.02194,0.11932
1408,0.05402,0.06287,-0.02484
1409,0.07529,0.08606,-0.10602
1410,0.06671,0.07645,-0.09180
1411,0.03110,0.04428,-0.01459
1412,0.00214,0.01517,0.06290
1413,0.01236,0.01254,0.09592
1414,0.06210,0.04266,0.08148
